    1	 0.50
    2	 0.90
    3	 1.20
    4	 0.00
    5	 0.40
    6	 0.20
    7	 0.70
    8	 0.40
    9	 0.80
   10	 0.00
   11	 0.30
   12	 0.40
   13	 0.10
   14	 0.20
   15	 0.30
   16	 0.00
   17	 0.20
   18	 0.00
   19	 1.20
   20	 0.00
   21	 0.30
   22	 0.40
   23	 0.00
   24	 0.20
   25	 0.00
   26	 0.50
   27	 0.00
   28	 0.40
   29	 0.60
   30	 0.20
   31	 0.00
   32	 0.10
   33	 1.20
   34	 0.80
   35	 0.00
   36	 0.00
   37	 0.50
   38	 0.40
   39	 0.30
   40	 2.70
   41	 1.10
   42	 0.00
   43	 0.80
   44	 0.20
   45	 0.70
   46	 0.40
   47	 0.90
   48	 0.10
   49	 0.00
   50	 0.00
   51	 1.00
   52	 1.50
   53	 0.50
   54	 0.00
   55	 0.00
   56	 0.70
   57	 0.70
   58	 0.00
   59	 0.00
   60	 0.50
   61	 0.60
   62	 0.00
   63	 0.00
   64	 4.00
   65	 0.30
   66	 0.60
   67	 1.70
   68	 0.50
   69	 2.10
   70	 0.00
   71	 0.10
   72	 0.70
   73	 0.00
   74	 0.00
   75	 0.00
   76	 0.30
   77	 0.80
   78	 0.10
   79	 0.00
   80	 0.00
   81	 0.10
   82	 1.30
   83	 0.60
   84	 0.30
   85	 0.00
   86	 1.40
   87	 0.00
   88	 1.30
   89	 0.00
   90	 0.00
   91	 0.10
   92	 0.10
   93	 0.10
   94	 0.00
   95	 0.10
   96	 0.30
   97	 2.10
   98	 1.90
   99	 1.20
  100	 0.90
  101	 1.50
  102	 1.00
  103	 0.60
  104	 0.00
  105	 2.10
  106	 0.80
  107	 0.10
  108	 0.00
  109	 0.10
  110	 0.00
  111	 0.00
  112	 0.40
  113	 0.40
  114	 0.00
  115	 0.10
  116	 1.00
  117	 0.40
  118	 0.80
  119	 2.40
  120	 0.40
  121	 1.20
  122	 0.00
  123	 0.00
  124	 0.30
  125	 0.10
  126	 0.60
  127	 0.00
  128	 0.50
  129	 1.10
  130	 0.50
  131	 0.00
  132	 0.70
  133	 0.30
  134	 0.60
  135	 0.00
  136	 1.10
  137	 1.20
  138	 0.00
  139	 0.70
  140	 0.10
  141	 0.50
  142	 0.70
  143	 0.10
  144	 1.30
  145	 0.70
  146	 0.10
  147	 0.60
  148	 1.70
  149	 0.20
  150	 0.00
  151	 0.70
  152	 0.00
  153	 0.50
  154	
  155	 1.10
  156	 0.00
  157	 0.00
  158	 0.00
  159	 0.00
  160	 0.60
  161	 0.00
  162	 0.00
  163	 0.00
  164	 0.60
  165	 0.50
  166	 0.50
  167	 0.70
  168	 0.00
  169	 1.40
  170	 1.00
  171	 0.00
  172	 0.10
  173	 1.40
  174	 0.60
  175	 0.10
  176	 0.70
  177	 0.10
  178	 0.50
  179	 0.00
  180	 0.30
  181	 0.20
  182	 0.00
  183	 0.00
  184	 0.20
  185	 0.70
  186	 0.40
  187	 1.40
  188	 0.30
  189	 0.40
  190	 0.20
  191	 1.60
  192	 1.00
  193	 0.90
  194	 0.40
  195	 0.00
  196	 2.10
  197	 0.70
  198	 0.10
  199	 1.40
  200	 0.20
  201	 0.10
  202	 1.00
  203	 1.20
  204	 0.80
  205	 0.00
  206	 0.20
  207	 0.00
  208	 2.10
  209	 0.20
  210	 0.60
  211	 0.20
  212	 0.80
  213	 0.50
  214	 0.00
  215	 0.80
  216	 0.40
  217	 0.40
  218	 0.10
  219	 0.70
  220	 0.90
  221	 0.00
  222	 0.20
  223	 0.40
  224	 0.40
  225	 0.60
  226	 3.20
  227	 0.70
  228	 0.30
  229	 0.60
  230	 0.00
  231	 1.40
  232	 0.00
  233	 0.00
  234	 0.50
  235	 0.40
  236	 0.90
  237	 0.80
  238	 1.60
  239	 0.70
  240	 0.80
  241	 0.80
  242	 0.30
  243	 0.60
  244	 1.30
  245	 0.50
  246	 0.80
  247	 0.70
  248	 0.10
  249	 0.10
  250	 0.10
  251	 0.00
  252	 0.10
  253	 0.50
  254	 0.70
  255	 1.20
  256	 0.10
  257	 2.30
  258	 0.00
  259	 0.00
  260	 1.60
  261	 0.80
  262	 0.50
  263	 0.90
  264	 0.20
  265	 0.60
  266	 0.30
  267	 0.00
  268	 0.20
  269	 0.10
  270	 0.70
  271	 0.10
  272	 0.10
  273	 0.20
  274	 0.70
  275	 0.00
  276	 0.10
  277	 0.00
  278	 0.80
  279	 1.20
  280	 0.10
  281	 0.50
  282	 0.10
  283	 0.50
  284	 0.10
  285	 0.00
  286	 0.80
  287	 0.00
  288	 0.10
  289	 0.90
  290	 0.00
  291	 0.50
  292	 0.20
  293	 0.40
  294	 0.30
  295	 0.40
  296	 0.00
  297	 0.10
  298	 0.00
  299	 2.00
  300	 0.50
  301	 0.10
  302	 0.00
  303	 0.00
  304	 0.50
  305	 1.20
  306	 1.80
  307	 0.70
  308	 0.00
  309	 0.00
  310	 0.60
  311	 0.50
  312	 0.50
  313	 0.40
  314	 0.10
  315	 0.50
  316	 0.00
  317	 0.20
  318	 0.00
  319	 0.50
  320	 0.70
  321	 0.70
  322	 0.00
  323	 0.00
  324	 0.20
  325	 1.30
  326	 0.10
  327	 0.30
  328	 0.00
  329	 0.00
  330	 0.30
  331	 0.00
  332	 0.00
  333	 1.10
  334	 0.00
  335	 0.60
  336	 0.30
  337	 2.60
