    1	 1.40842e+01	 9.38775e+01	 2.54590e+02	
    2	 2.49454e+00	 5.71115e+00	 9.17295e+00	
    3	 1.17625e+00	 4.86118e+00	 1.81788e+01	
    4	 1.45933e+02	 8.50449e+02	 5.11508e+02	
    5	 2.08390e+01	 1.84013e+01	 1.09128e+01	
    6	 1.13877e+00	 6.35437e+00	 1.73570e+01	
    7	 1.89482e+00	 4.66018e+00	 7.80160e+00	
    8	 1.68851e+00	 2.99882e+00	 3.84420e+00	
    9	 3.22439e-01	 7.06245e-01	 1.09048e+00	
   10	 7.59625e-01	 1.32990e+00	 1.88903e+00	
   11	 1.02480e+00	 1.68079e+00	 3.12475e+00	
   12	 7.03997e-01	 2.00553e+00	 3.14662e+00	
   13	 5.98832e-01	 8.91538e-01	 8.49004e-01	
   14	 8.96124e-01	 2.39078e+00	 4.06829e+00	
   15	 5.17423e-01	 6.65598e-01	 1.22169e+00	
   16	 1.68246e+00	 2.00858e+00	 1.84147e+00	
   17	 1.03563e+00	 1.14660e+00	 1.40862e+00	
   18	 2.64915e+02	 4.87719e+01	 4.24464e+01	
   19	 9.02986e-01	 1.34771e+00	 3.42573e+00	
   20	 4.30937e-01	 6.12436e-01	 5.61032e-01	
   21	 7.90617e-01	 1.65202e+00	 2.26401e+00	
   22	 6.91961e-02	 1.64989e-01	 5.37838e-01	
   23	 8.40584e+02	 1.43065e+03	 4.70509e+03	
   24	 7.95914e-01	 2.14538e+00	 3.58153e+00	
   25	 6.90807e-02	 2.54407e-01	 6.19985e-01	
   26	 3.02903e-01	 4.14559e-01	 4.70328e-01	
   27	 1.51106e-01	 4.85965e-01	 6.99292e-01	
   28	 8.68457e+01	 1.22044e+02	 1.50258e+02	
   29	 1.58275e+00	 3.28886e+00	 4.55093e+00	
   30	 2.05361e-01	 2.23351e-01	 5.45376e-01	
   31	 3.40186e-01	 4.94610e-01	 4.81184e-01	
   32	 4.58364e-01	 9.10237e-01	 1.19066e+00	
   33	 7.27783e-01	 1.90006e+00	 5.20788e+00	
   34	 3.18385e+01	 1.28267e+02	 4.01227e+02	  0.30
   35	 5.10626e-01	 3.61525e-01	 1.05545e+00	
   36	 2.48193e+01	 7.96655e+00	 6.41377e+00	
   37	 1.89959e+00	 1.02183e+01	 4.66160e+01	
   38	 3.77612e+00	 2.13647e+01	 6.22359e+01	
   39	 4.95195e-01	 1.35228e+00	 1.45622e+00	
   40	 2.22666e+00	 1.19915e+01	 7.79285e+01	
   41	 7.15300e-01	 2.95096e+00	 6.26154e+00	
   42	 1.71355e-01	 4.95057e-01	 4.60136e-01	
   43	 1.28230e-01	 3.95301e-01	 9.54525e-01	
   44	 1.46995e+01	 2.35572e+01	 2.80908e+01	
   45	 2.26756e+00	 4.43191e+00	 8.07188e+00	
   46	 5.80994e-01	 3.18773e+00	 8.54864e+00	
   47	 2.69818e+00	 5.48411e+00	 1.06523e+01	
   48	 4.38537e-01	 6.91028e-01	 8.66794e-01	
   49	 4.89745e-01	 6.63474e-01	 7.33171e-01	
   50	 3.89365e+02	 4.05366e+02	 2.07659e+03	
   51	 4.70462e-01	 7.03242e-01	 1.42600e+00	
   52	 4.85203e+00	 1.19302e+01	 3.71603e+01	
   53	 1.21911e+01	 1.03126e+01	 1.14218e+01	
   54	 6.00030e+02	 1.86218e+03	 1.71583e+03	
   55	 7.60968e-01	 1.05310e+00	 1.18461e+00	
   56	 3.86573e+00	 7.33951e+00	 1.17349e+01	
   57	 6.75597e-01	 1.55179e+00	 2.44291e+00	
   58	 6.82906e-01	 1.21536e+00	 1.52181e+00	
   59	 3.57026e-01	 9.29995e-01	 1.22811e+00	
   60	 2.09396e+00	 4.72288e+00	 8.98400e+00	
   61	 5.64379e-01	 1.09755e+00	 1.78162e+00	
   62	 2.31878e+01	 4.51633e+01	 3.65409e+01	
   63	 6.76876e-01	 8.50503e-01	 7.29326e-01	
   64	 1.64855e-02	 3.71186e-02	 1.02901e-01	
   65	 1.07184e+00	 2.95170e+00	 3.46131e+00	
   66	 4.93347e-01	 8.01963e-01	 1.09379e+00	
   67	 1.16951e+00	 3.82575e+00	 1.16068e+01	
   68	 4.22049e-01	 8.94864e-01	 1.17791e+00	
   69	 1.43761e+00	 5.57924e+00	 1.00888e+01	
   70	 5.16206e-01	 3.19263e+00	 4.16625e+00	
   71	 1.13994e+00	 2.56218e+00	 2.58703e+00	
   72	 1.35863e+00	 1.85630e+00	 1.77938e+00	
   73	 2.19448e-01	 5.92543e-01	 7.91376e-01	
   74	 7.28658e+00	 1.48868e+01	 1.11934e+01	
   75	 8.50423e-01	 2.91990e+00	 2.23483e+00	
   76	 2.89650e+02	 1.59525e+02	 1.34967e+02	
   77	 5.68126e-01	 1.78032e+00	 4.01198e+00	
   78	 5.29128e+00	 1.08821e+01	 1.58917e+01	
   79	 3.73411e+01	 7.46790e+01	 1.15817e+02	
   80	 4.81191e+00	 7.17428e+00	 1.50819e+01	
   81	 7.95185e-01	 1.35593e+00	 1.59429e+00	
   82	 1.68842e+00	 4.57348e+00	 1.24600e+01	
   83	 3.72525e-01	 7.02531e-01	 8.73929e-01	
   84	 4.04698e-01	 4.64656e-01	 5.16177e-01	
   85	 2.02531e-01	 1.05756e+00	 2.82312e+00	
   86	 2.63036e+00	 6.72312e+00	 1.83396e+01	
   87	 4.55677e-01	 6.07800e-01	 7.17079e-01	
   88	 4.14838e-01	 1.59803e+00	 7.09001e+00	
   89	 5.71663e-01	 1.39812e+00	 3.60570e+00	
   90	 1.95914e+00	 8.01339e+00	 1.42002e+01	
   91	 7.73905e-01	 5.54544e-01	 7.42208e-01	
   92	 4.69133e-01	 7.50845e-01	 8.21243e-01	
   93	 6.15098e-01	 1.04039e+00	 1.48800e+00	
   94	 4.09218e-01	 6.69520e-01	 8.01524e-01	
   95	 1.34042e+00	 2.68923e+00	 3.03677e+00	
   96	 5.02565e-01	 6.86864e-01	 8.13088e-01	
   97	 1.71460e+00	 6.21281e+00	 2.62268e+01	
   98	 4.78323e-01	 1.46320e+00	 5.47064e+00	
   99	 2.67578e+00	 7.44041e+00	 1.58012e+01	
  100	 7.66952e-01	 1.17305e+00	 1.81960e+00	
  101	 3.71019e+00	 1.01744e+01	 2.78089e+01	
  102	 1.16417e+00	 3.09537e+00	 7.68378e+00	
  103	 3.63361e-01	 8.94494e-01	 1.52355e+00	
  104	 1.42883e-01	 5.27556e-01	 1.32877e+00	
  105	 1.64945e+00	 5.37621e+00	 2.33712e+01	
  106	 6.44823e-01	 9.15647e-01	 1.65064e+00	
  107	 4.58673e-02	 4.33748e-01	 1.20979e+00	
  108	 3.01665e-01	 9.43789e-01	 1.58434e+00	
  109	 1.07239e+00	 2.01195e+00	 3.01629e+00	
  110	 5.93847e-02	 3.23983e-01	 5.29404e-01	
  111	 1.48844e+00	 1.58967e+00	 1.46470e+00	
  112	 8.51549e-01	 3.75964e+00	 1.45103e+01	
  113	 3.67086e+00	 4.50830e+00	 4.46081e+00	
  114	 3.31995e-01	 7.57413e-01	 7.39939e-01	
  115	 1.84354e+00	 6.17770e+00	 1.84311e+01	
  116	 6.49209e-01	 1.33865e+00	 2.04409e+00	
  117	 5.04054e-01	 6.28423e-01	 9.63914e-01	
  118	 1.02195e+00	 1.59031e+00	 2.66558e+00	
  119	 8.28003e-01	 4.85900e+00	 2.12410e+01	
  120	 4.92446e-01	 1.22323e+00	 2.41147e+00	
  121	 1.37676e-01	 3.74947e-01	 8.19645e-01	
  122	 4.61378e-01	 6.13860e-01	 4.90569e-01	
  123	 5.89290e-02	 5.34070e-01	 1.20902e+00	
  124	 1.28509e+00	 2.27224e+00	 3.07884e+00	
  125	 4.80145e-01	 1.90292e+00	 4.61360e+00	
  126	 2.73785e-01	 7.48239e-01	 1.79462e+00	
  127	 5.68914e-01	 1.15486e+00	 1.11833e+00	
  128	 1.22403e+00	 1.80426e+00	 7.22366e-01	
  129	 1.60995e-01	 1.15262e-01	 9.48541e-01	
  130	 5.78245e-01	 7.80091e-01	 1.23614e+00	
  131	 4.90330e-01	 8.47130e-01	 1.03039e+00	
  132	 1.04947e+00	 1.95543e+00	 3.75071e+00	
  133	 1.12015e+00	 2.34681e+00	 6.11093e+00	
  134	 3.19393e-01	 5.77483e-01	 7.96346e-01	
  135	 5.55430e-01	 8.10314e-01	 7.39118e-01	
  136	 4.71018e-01	 8.54236e-01	 2.80313e+00	
  137	 3.07681e-01	 1.07455e+00	 4.16392e+00	
  138	 1.63662e-01	 4.30211e-01	 7.93591e-01	
  139	 1.05107e+00	 2.19757e+00	 3.32940e+00	
  140	 4.52112e-01	 4.89291e-01	 5.93237e-01	
  141	 1.46193e+00	 2.18827e+00	 2.40221e+00	
  142	 1.25220e+00	 1.68922e+00	 1.51057e+00	
  143	 7.78762e-01	 1.38841e+00	 7.44909e-01	
  144	 1.75774e+00	 3.62919e+00	 7.49506e+00	
  145	 1.53053e+00	 2.65577e+00	 4.44527e+00	
  146	 2.12665e-01	 3.63448e-01	 5.22898e-01	
  147	 7.46507e-01	 1.47251e+00	 1.68588e+00	
  148	 5.09947e+00	 5.14082e+00	 1.83235e+00	
  149	 1.06790e+00	 5.18791e+00	 1.56854e+01	
  150	 2.53835e-01	 3.78908e-01	 4.11309e-01	
  151	 6.47611e-01	 1.03425e+00	 1.91529e+00	
  152	 9.77003e-02	 8.93125e-01	 2.46885e+00	
  153	 2.55998e-01	 6.63845e-01	 9.65653e-01	
  154	-3.59447e+01	-3.59447e+01	-3.59447e+01	
  155	 2.48054e+00	 7.78646e+00	 2.63523e+01	
  156	 2.03063e+02	 7.64290e+02	 1.73893e+03	 -0.89
  157	 1.49571e-01	 3.32430e-01	 1.16319e+00	
  158	 4.00624e-01	 5.42076e-01	 7.14236e-01	
  159	 5.44047e-01	 6.53954e-01	 5.76869e-01	
  160	 2.76327e-01	 4.91575e-01	 8.05271e-01	
  161	 1.54573e+00	 1.12815e+00	 5.57633e-01	
  162	 3.87168e-01	 7.68259e-01	 9.12306e-01	
  163	 4.76326e-01	 4.86009e-01	 9.08708e-01	
  164	 5.95630e-01	 6.98315e-01	 1.76880e+00	
  165	 5.91280e-01	 1.33886e+00	 2.14773e+00	
  166	 1.03236e+00	 9.80195e+00	 2.81178e+01	
  167	 4.26334e-01	 4.77063e-01	 1.61690e+00	
  168	 1.28050e+01	 2.27701e+01	 3.38578e+01	
  169	 2.65023e+00	 7.55820e+00	 1.79767e+01	
