    1	-10.91
    2	 -9.79
    3	 -9.64
    4	 -7.44
    5	 -7.44
    6	-11.09
    7	 -9.17
    8	 -8.82
    9	 -8.66
   10	-12.26
   11	 -9.00
   12	 -9.98
   13	 -9.00
   14	 -9.64
   15	 -9.20
   16	 -9.00
   17	 -8.75
   18	 -7.44
   19	 -8.27
   20	 -9.05
   21	 -9.09
   22	-10.30
   23	 -9.64
   24	 -9.64
   25	-10.54
   26	 -7.99
   27	 -9.93
   28	 -8.72
   29	 -8.68
   30	 -8.91
   31	 -8.84
   32	 -9.20
   33	 -9.27
   34	 -9.93
   35	 -9.19
   36	 -7.46
   37	-11.09
   38	-14.55
   39	 -9.36
   40	-13.62
   41	-12.63
   42	 -9.37
   43	-20.05
   44	 -9.79
   45	 -8.90
   46	-10.90
   47	-10.30
   48	 -9.20
   49	 -9.09
   50	 -7.44
   51	 -7.80
   52	 -9.24
   53	 -7.58
   54	 -8.46
   55	 -9.19
   56	 -8.82
   57	 -9.17
   58	 -9.22
   59	 -9.40
   60	 -9.37
   61	-10.49
   62	 -9.03
   63	 -9.19
   64	-32.48
   65	 -9.20
   66	 -8.53
   67	 -9.79
   68	-12.26
   69	 -8.27
   70	
   71	 -9.09
   72	 -8.01
   73	 -9.40
   74	 -8.98
   75	-10.16
   76	 -7.44
   77	 -9.23
   78	 -9.38
   79	 -9.38
   80	-11.17
   81	 -9.36
   82	 -9.79
   83	 -8.72
   84	-10.30
   85	-18.64
   86	-10.30
   87	 -8.65
   88	 -8.62
   89	 -9.83
   90	-20.42
   91	 -8.40
   92	 -9.37
   93	 -9.19
   94	 -8.92
   95	 -9.09
   96	 -9.00
   97	-11.17
   98	 -9.61
   99	-10.49
  100	 -9.61
  101	-10.30
  102	 -9.54
  103	 -9.05
  104	-10.10
  105	 -9.24
  106	 -8.58
  107	
  108	 -9.74
  109	 -9.37
  110	-10.28
  111	 -8.84
  112	 -9.74
  113	-11.17
  114	 -9.37
  115	-11.04
  116	-10.30
  117	 -8.35
  118	 -8.69
  119	-13.62
  120	 -9.46
  121	 -9.79
  122	 -8.64
  123	
  124	 -8.90
  125	-10.90
  126	 -9.41
  127	 -8.82
  128	 -7.44
  129	 -8.27
  130	 -8.27
  131	 -9.01
  132	 -9.17
  133	-17.43
  134	 -8.27
  135	 -9.00
  136	 -9.61
  137	-32.48
  138	 -9.10
  139	-12.26
  140	-15.32
  141	 -8.65
  142	 -7.54
  143	 -9.09
  144	 -8.47
  145	 -8.91
  146	 -9.22
  147	-10.49
  148	-11.17
  149	-11.61
  150	 -9.27
  151	 -8.80
  152	
  153	 -9.02
  154	
  155	 -9.56
  156	-20.24
  157	-10.28
  158	 -9.19
  159	 -7.44
  160	 -8.61
  161	-11.17
  162	-10.16
  163	 -9.12
  164	 -8.58
  165	 -9.19
  166	
  167	 -8.27
  168	 -9.27
  169	-10.30
  170	 -9.76
  171	 -9.54
  172	 -9.56
  173	 -9.76
  174	 -9.17
  175	 -9.58
  176	 -9.43
  177	 -9.27
  178	-10.14
  179	 -9.20
  180	 -8.46
  181	 -8.57
  182	 -8.72
  183	 -9.20
  184	 -8.64
  185	 -8.53
  186	 -9.74
  187	 -8.17
  188	 -9.46
  189	 -8.91
  190	 -9.10
  191	 -9.75
  192	-13.62
  193	 -8.27
  194	-12.28
  195	 -9.56
  196	-12.26
  197	 -9.79
  198	 -9.12
  199	 -7.93
  200	 -9.73
  201	 -9.03
  202	 -9.79
  203	 -7.92
  204	-12.26
  205	 -9.00
  206	-10.91
  207	 -9.58
  208	 -7.44
  209	-11.17
  210	 -8.90
  211	-10.91
  212	
  213	 -9.64
  214	-11.17
  215	 -8.71
  216	-10.30
  217	 -9.17
  218	 -9.80
  219	-10.10
  220	 -8.80
  221	 -9.19
  222	
  223	 -9.39
  224	 -8.84
  225	 -9.46
  226	 -8.27
  227	 -9.24
  228	 -9.09
  229	 -8.84
  230	 -9.22
  231	 -7.81
  232	 -9.19
  233	-10.17
  234	 -9.29
  235	 -9.24
  236	-10.54
  237	-10.30
  238	-12.26
  239	-10.54
  240	 -9.54
  241	 -9.00
  242	-10.49
  243	 -9.79
  244	-10.30
  245	 -9.02
  246	 -7.50
  247	 -9.22
  248	 -8.82
  249	
  250	 -9.00
  251	 -8.84
  252	 -9.40
  253	 -8.65
  254	 -8.16
  255	 -9.12
  256	 -9.17
  257	 -9.98
  258	 -9.09
  259	 -9.09
  260	-13.62
  261	 -9.79
  262	 -8.63
  263	-12.26
  264	-10.65
  265	 -8.68
  266	-11.17
  267	-11.17
  268	 -9.46
  269	-17.43
  270	 -8.77
  271	 -8.90
  272	 -8.91
  273	 -9.19
  274	 -8.27
  275	 -9.46
  276	 -9.12
  277	-11.17
  278	 -8.74
  279	 -8.99
  280	
  281	 -9.19
  282	 -9.19
  283	-10.30
  284	 -9.46
  285	 -8.68
  286	-10.72
  287	 -9.64
  288	 -9.36
  289	 -9.79
  290	 -8.75
  291	 -9.00
  292	 -9.01
  293	 -8.69
  294	 -8.84
  295	
  296	 -9.49
  297	 -9.20
  298	 -9.37
  299	-13.62
  300	 -9.00
  301	 -8.77
  302	-10.54
  303	-11.17
  304	 -9.79
  305	 -9.79
  306	-10.30
  307	 -8.65
  308	
  309	-10.90
  310	-11.17
  311	 -8.66
  312	 -8.66
  313	 -9.27
  314	 -9.93
  315	-10.72
  316	 -9.74
  317	 -9.19
  318	 -9.09
  319	
  320	-13.19
  321	-10.30
  322	
  323	 -9.46
  324	 -9.20
  325	 -9.43
  326	 -7.44
  327	-10.11
  328	 -9.93
  329	-15.32
  330	 -8.71
  331	 -9.09
  332	 -9.32
  333	 -8.49
  334	
  335	 -9.93
  336	-12.68
  337	 -8.96
  338	 -8.96
  339	 -9.19
  340	 -9.82
  341	 -7.48
  342	 -8.99
  343	 -9.09
  344	 -9.38
  345	 -7.62
  346	 -8.91
  347	 -9.46
  348	 -8.28
  349	 -9.20
  350	 -9.20
  351	 -9.14
  352	 -8.90
  353	 -9.03
  354	 -8.47
  355	 -9.06
  356	 -9.17
  357	 -8.59
  358	 -9.03
  359	 -9.09
  360	 -9.19
  361	 -9.95
  362	-10.19
  363	-10.49
  364	 -9.19
  365	-10.30
  366	 -9.36
  367	-12.26
  368	 -7.90
